DATE,Hour,Temperature,Aniket_Thopte
14-Mar-06,4,66.52,725650
14-Mar-06,5,66.16,729912
14-Mar-06,6,66.28,815106
14-Mar-06,7,66.28,957381
14-Mar-06,8,68.68,1018603
14-Mar-06,9,72.24,1061513
14-Mar-06,10,75.08,1154765
14-Mar-06,11,77.36,1207768
14-Mar-06,12,78.72,1260493
14-Mar-06,13,79.92,1381949
14-Mar-06,14,79.32,1321558
14-Mar-06,15,79.28,1334744
14-Mar-06,16,78.52,1343248
14-Mar-06,17,77.56,1380045
14-Mar-06,18,75.68,1370527
14-Mar-06,19,72.04,1345309
14-Mar-06,20,69.96,1375220
14-Mar-06,21,68.12,1299360
14-Mar-06,22,66.92,1194971
14-Mar-06,23,64.84,1045704
14-Mar-06,24,63.48,891814
15-Mar-06,1,61.16,798114
15-Mar-06,2,58.92,733649
15-Mar-06,3,57.16,751882
15-Mar-06,4,55.32,855187
15-Mar-06,5,54.24,901132
15-Mar-06,6,52.56,1072763
15-Mar-06,7,51,1285638
15-Mar-06,8,54.36,1268172
15-Mar-06,9,58.76,1251486
15-Mar-06,10,62.44,1175101
15-Mar-06,11,65.64,1156341
15-Mar-06,12,68,1093826
15-Mar-06,13,69.84,1078227
15-Mar-06,14,71,1032003
15-Mar-06,15,71.52,1063295
15-Mar-06,16,71.6,1059253
15-Mar-06,17,70.96,1106468
15-Mar-06,18,68.6,1178160
15-Mar-06,19,63.6,1272488
15-Mar-06,20,58.88,1320394
15-Mar-06,21,56.84,1321541
15-Mar-06,22,54.84,1301172
15-Mar-06,23,53.2,1197505
15-Mar-06,24,51.56,1180915
16-Mar-06,1,49.32,1102222
16-Mar-06,2,48.72,1104081
16-Mar-06,3,47.92,1154913
16-Mar-06,4,47.4,1172082
16-Mar-06,5,47.16,1263003
16-Mar-06,6,47.36,1323747
16-Mar-06,7,47.36,1456425
16-Mar-06,8,54.48,1273585
16-Mar-06,9,62.64,1060591
16-Mar-06,10,68.4,1075605
16-Mar-06,11,71.12,1092485
16-Mar-06,12,72.32,1090648
16-Mar-06,13,73.68,1119389
16-Mar-06,14,74.6,1124448
16-Mar-06,15,75.24,1152209
16-Mar-06,16,74.92,1160439
16-Mar-06,17,73.88,1192649
16-Mar-06,18,71.6,1262504
16-Mar-06,19,68.48,1338765
16-Mar-06,20,65.92,1318488
16-Mar-06,21,64.28,1240987
16-Mar-06,22,63,1150286
16-Mar-06,23,61.08,1028631
16-Mar-06,24,59.4,943292
17-Mar-06,1,58.44,815635
17-Mar-06,2,57.28,771686
17-Mar-06,3,57.2,747264
17-Mar-06,4,57.04,740705
17-Mar-06,5,56.96,777309
17-Mar-06,6,56.8,873747
17-Mar-06,7,57,1056388
17-Mar-06,8,60.2,1063047
17-Mar-06,9,65.08,1056256
17-Mar-06,10,69.72,1056118
17-Mar-06,11,72.64,1098463
17-Mar-06,12,74.88,1138139
17-Mar-06,13,77.16,1208578
17-Mar-06,14,78.56,1232513
17-Mar-06,15,78.52,1289383
17-Mar-06,16,78.36,1323097
17-Mar-06,17,77.48,1364550
17-Mar-06,18,75.28,1373329
17-Mar-06,19,71.16,1348271
17-Mar-06,20,68,1334784
17-Mar-06,21,65.76,1258222
17-Mar-06,22,64.56,1177527
17-Mar-06,23,63.88,1040123
17-Mar-06,24,62.84,890778
18-Mar-06,1,62.12,785117
18-Mar-06,2,61.04,744859
18-Mar-06,3,61.28,702048
18-Mar-06,4,60.32,711763
18-Mar-06,5,59.16,754688
18-Mar-06,6,57.88,851921
18-Mar-06,7,56.44,1053021
18-Mar-06,8,59.48,1082653
18-Mar-06,9,63.52,1071959
18-Mar-06,10,67.12,1091045
18-Mar-06,11,70.04,1096589
18-Mar-06,12,72.6,1088692
18-Mar-06,13,74.16,1121957
18-Mar-06,14,74.96,1134958
18-Mar-06,15,75.08,1143880
18-Mar-06,16,74.88,1160439
18-Mar-06,17,73.2,1158454
18-Mar-06,18,70.88,1238522
18-Mar-06,19,66.68,1275946
18-Mar-06,20,64.08,1290679
18-Mar-06,21,62.32,1231908
18-Mar-06,22,60.32,1168169
18-Mar-06,23,58.68,1048759
18-Mar-06,24,57.36,958496
19-Mar-06,1,55.72,875676
19-Mar-06,2,54.52,890609
19-Mar-06,3,53.92,857282
19-Mar-06,4,53.24,852807
19-Mar-06,5,53.88,910027
19-Mar-06,6,54.04,993774
19-Mar-06,7,54.88,1100701
19-Mar-06,8,59,1109554
19-Mar-06,9,63.92,1081553
19-Mar-06,10,67.52,1095837
19-Mar-06,11,70.2,1094891
19-Mar-06,12,72.44,1088560
19-Mar-06,13,74.16,1121957
19-Mar-06,14,74.44,1128182
19-Mar-06,15,74.84,1129342
19-Mar-06,16,74.68,1159619
19-Mar-06,17,73.96,1192649
19-Mar-06,18,71.84,1265206
19-Mar-06,19,68.64,1334541
19-Mar-06,20,67.04,1339255
19-Mar-06,21,65.4,1259023
19-Mar-06,22,64.84,1175879
19-Mar-06,23,63.88,1040123
19-Mar-06,24,62.52,891706
20-Mar-06,1,61.08,798114
20-Mar-06,2,60.8,749592
20-Mar-06,3,59.76,723497
20-Mar-06,4,59.76,725968
20-Mar-06,5,59.6,744184
20-Mar-06,6,59.36,843422
20-Mar-06,7,59.72,1012327
20-Mar-06,8,62.84,1041109
20-Mar-06,9,68,1028577
20-Mar-06,10,72.12,1085955
20-Mar-06,11,75.76,1160924
20-Mar-06,12,77.84,1245808
20-Mar-06,13,79.52,1318395
20-Mar-06,14,80.36,1422454
20-Mar-06,15,80.92,1512402
20-Mar-06,16,80.32,1500815
20-Mar-06,17,79.36,1531490
20-Mar-06,18,77.32,1485124
20-Mar-06,19,74.6,1446306
20-Mar-06,20,72.92,1494426
20-Mar-06,21,71.72,1437553
20-Mar-06,22,71.04,1356476
20-Mar-06,23,70.36,1213359
20-Mar-06,24,69.72,1037961
21-Mar-06,1,68.84,864338
21-Mar-06,2,68.48,798985
21-Mar-06,3,67.88,744349
21-Mar-06,4,67.64,753651
21-Mar-06,5,68.04,777810
21-Mar-06,6,67.96,836737
21-Mar-06,7,67.84,962739
21-Mar-06,8,70.36,1068459
21-Mar-06,9,73.68,1124221
21-Mar-06,10,76.52,1222107
21-Mar-06,11,78.8,1294148
21-Mar-06,12,79.52,1321194
21-Mar-06,13,81.64,1539183
21-Mar-06,14,82.32,1652714
21-Mar-06,15,82.36,1713078
21-Mar-06,16,82.2,1729813
21-Mar-06,17,80.84,1664811
21-Mar-06,18,79.12,1623292
21-Mar-06,19,76.2,1555817
21-Mar-06,20,74.2,1541559
21-Mar-06,21,72.8,1508477
21-Mar-06,22,72.12,1410091
21-Mar-06,23,71,1239100
21-Mar-06,24,69.96,1042572
22-Mar-06,1,67.44,822866
22-Mar-06,2,65.92,751780
22-Mar-06,3,63.96,682674
22-Mar-06,4,62.4,684367
22-Mar-06,5,61,713627
22-Mar-06,6,59.36,843422
22-Mar-06,7,58.44,1001771
22-Mar-06,8,60.6,1044027
22-Mar-06,9,63.08,1056008
22-Mar-06,10,65.8,1107392
22-Mar-06,11,67.72,1111068
22-Mar-06,12,69.88,1089710
22-Mar-06,13,71.36,1090592
22-Mar-06,14,72.72,1094620
22-Mar-06,15,73.24,1078799
22-Mar-06,16,73.16,1124333
22-Mar-06,17,72.44,1151157
22-Mar-06,18,70.36,1219789
22-Mar-06,19,66.08,1296919
22-Mar-06,20,63.12,1286971
22-Mar-06,21,61.76,1229754
22-Mar-06,22,60.56,1167445
22-Mar-06,23,60.08,1044507
22-Mar-06,24,59.52,944353
23-Mar-06,1,59,797739
23-Mar-06,2,58.88,731372
23-Mar-06,3,58.48,730148
23-Mar-06,4,58.6,745327
23-Mar-06,5,58.28,766814
23-Mar-06,6,58.24,878874
23-Mar-06,7,58.48,994706
23-Mar-06,8,59.96,1077146
23-Mar-06,9,62.56,1069646
23-Mar-06,10,64.32,1150115
23-Mar-06,11,65.64,1156341
23-Mar-06,12,67.16,1107199
23-Mar-06,13,67.4,1102340
23-Mar-06,14,67.92,1071477
23-Mar-06,15,67.24,1059901
23-Mar-06,16,67.24,1040283
23-Mar-06,17,66.24,1080762
23-Mar-06,18,65.64,1182318
23-Mar-06,19,64.2,1266129
23-Mar-06,20,63.32,1281405
23-Mar-06,21,62.48,1240529
23-Mar-06,22,61.64,1161160
23-Mar-06,23,61,1023050
23-Mar-06,24,60.52,947205
24-Mar-06,1,59.36,793254
24-Mar-06,2,58.56,733478
24-Mar-06,3,57.72,734819
24-Mar-06,4,57.12,738711
24-Mar-06,5,56.32,790715
24-Mar-06,6,55.36,982276
24-Mar-06,7,54.48,1087836
24-Mar-06,8,55.36,1215659
24-Mar-06,9,57.28,1331623
24-Mar-06,10,59.8,1333804
24-Mar-06,11,61.84,1249874
24-Mar-06,12,63.92,1195441
24-Mar-06,13,65.2,1137716
24-Mar-06,14,65.88,1094287
24-Mar-06,15,66.2,1059636
24-Mar-06,16,65.8,1052971
24-Mar-06,17,64.72,1104185
24-Mar-06,18,62.56,1229233
24-Mar-06,19,58.68,1338739
24-Mar-06,20,55.76,1407339
24-Mar-06,21,54.12,1367649
24-Mar-06,22,52.96,1320426
24-Mar-06,23,51,1317446
24-Mar-06,24,49.92,1281280
25-Mar-06,1,47.96,1168657
25-Mar-06,2,46.88,1197267
25-Mar-06,3,45.4,1240384
25-Mar-06,4,44.16,1329500
25-Mar-06,5,43.52,1455927
25-Mar-06,6,42.24,1649836
25-Mar-06,7,42.04,1860509
25-Mar-06,8,47.44,1614946
25-Mar-06,9,53.04,1571266
25-Mar-06,10,56.52,1449540
25-Mar-06,11,58.92,1389774
25-Mar-06,12,60.68,1316788
25-Mar-06,13,62.32,1197031
25-Mar-06,14,63.56,1121478
25-Mar-06,15,64.48,1063419
25-Mar-06,16,64.24,1072290
25-Mar-06,17,63.44,1136138
25-Mar-06,18,61.68,1207157
25-Mar-06,19,57.8,1350512
25-Mar-06,20,54.68,1448373
25-Mar-06,21,52.16,1515173
25-Mar-06,22,50.48,1497350
25-Mar-06,23,48.92,1406155
25-Mar-06,24,47.64,1422308
26-Mar-06,1,46.24,1280992
26-Mar-06,2,45.32,1291001
26-Mar-06,3,44.76,1297671
26-Mar-06,4,44.52,1311898
26-Mar-06,5,43.36,1470897
26-Mar-06,6,41.88,1687016
26-Mar-06,7,41,1878372
26-Mar-06,8,47,1653096
26-Mar-06,9,51.68,1661935
26-Mar-06,10,55.28,1483532
26-Mar-06,11,58.48,1407599
26-Mar-06,12,60.48,1304614
26-Mar-06,13,62.12,1205558
26-Mar-06,14,63.04,1141567
26-Mar-06,15,63.56,1101453
26-Mar-06,16,63.64,1079180
26-Mar-06,17,62.4,1140075
26-Mar-06,18,60.16,1226819
26-Mar-06,19,55.4,1450256
26-Mar-06,20,52.24,1548157
26-Mar-06,21,49.4,1627676
26-Mar-06,22,47.68,1613671
26-Mar-06,23,46.04,1553563
26-Mar-06,24,43.92,1647544
27-Mar-06,1,42.88,1452254
27-Mar-06,2,41.08,1594620
27-Mar-06,3,40.12,1634506
27-Mar-06,4,39.36,1707843
27-Mar-06,5,38.6,1818167
27-Mar-06,6,38.24,1989390
27-Mar-06,7,39.16,1999038
27-Mar-06,8,47.24,1633559
27-Mar-06,9,56.08,1359011
27-Mar-06,10,60.48,1269867
27-Mar-06,11,63.12,1228647
27-Mar-06,12,64.6,1167622
27-Mar-06,13,66.36,1118985
27-Mar-06,14,67.64,1073571
27-Mar-06,15,68.36,1043723
27-Mar-06,16,68.68,1039239
27-Mar-06,17,67.72,1052575
27-Mar-06,18,65.96,1141252
27-Mar-06,19,61,1299179
27-Mar-06,20,57.04,1382599
27-Mar-06,21,55.64,1349063
27-Mar-06,22,53.72,1312135
27-Mar-06,23,52.2,1229534
27-Mar-06,24,49.64,1291546
28-Mar-06,1,47.72,1187190
28-Mar-06,2,47.4,1164515
28-Mar-06,3,46,1218422
28-Mar-06,4,45.52,1262074
28-Mar-06,5,45.08,1353205
28-Mar-06,6,45.2,1481607
28-Mar-06,7,46.32,1562656
28-Mar-06,8,54.8,1273795
28-Mar-06,9,63.64,1071959
28-Mar-06,10,67.32,1099512
28-Mar-06,11,69.56,1096589
28-Mar-06,12,71.36,1105407
28-Mar-06,13,72.36,1090136
28-Mar-06,14,73.68,1104513
28-Mar-06,15,73.68,1101163
28-Mar-06,16,73.52,1147433
28-Mar-06,17,72.64,1160771
28-Mar-06,18,70.56,1226737
28-Mar-06,19,66.88,1288428
28-Mar-06,20,64.32,1304290
28-Mar-06,21,62.28,1242595
28-Mar-06,22,61,1154770
28-Mar-06,23,59.48,1040003
28-Mar-06,24,57.52,974726
29-Mar-06,1,56.56,833622
29-Mar-06,2,55.32,871094
29-Mar-06,3,54.16,858221
29-Mar-06,4,54,870080
29-Mar-06,5,53.68,891721
29-Mar-06,6,53.36,1033789
29-Mar-06,7,53.64,1110969
29-Mar-06,8,58.36,1136302
29-Mar-06,9,64.6,1076285
29-Mar-06,10,69.28,1055839
29-Mar-06,11,71.92,1098171
29-Mar-06,12,74.08,1119766
29-Mar-06,13,75.64,1136303
29-Mar-06,14,76.6,1180562
29-Mar-06,15,77.04,1196712
29-Mar-06,16,76.16,1209687
29-Mar-06,17,75.4,1259255
29-Mar-06,18,73.16,1296385
29-Mar-06,19,69.8,1346522
29-Mar-06,20,67.24,1346387
29-Mar-06,21,65.52,1255954
29-Mar-06,22,63.56,1151893
29-Mar-06,23,62.64,1028783
29-Mar-06,24,61.6,919163
30-Mar-06,1,60.52,798298
30-Mar-06,2,59.36,737040
30-Mar-06,3,58.32,727375
30-Mar-06,4,57.4,726720
30-Mar-06,5,56.64,776025
30-Mar-06,6,56.64,892780
30-Mar-06,7,57.24,1041004
30-Mar-06,8,62.24,1006365
30-Mar-06,9,68.4,1025848
30-Mar-06,10,72.64,1095246
30-Mar-06,11,75.28,1129563
30-Mar-06,12,77.32,1215813
30-Mar-06,13,78.4,1259339
30-Mar-06,14,79.08,1288567
30-Mar-06,15,79.2,1316151
30-Mar-06,16,78.72,1335812
30-Mar-06,17,77.68,1384884
30-Mar-06,18,75.96,1390461
30-Mar-06,19,72.56,1361400
30-Mar-06,20,69.8,1372316
30-Mar-06,21,67.52,1291785
30-Mar-06,22,65.96,1197766
30-Mar-06,23,64.44,1051854
30-Mar-06,24,62.88,890971
31-Mar-06,1,61.52,789027
31-Mar-06,2,60.16,748254
31-Mar-06,3,59.6,718073
31-Mar-06,4,59.08,726600
31-Mar-06,5,59.28,771838
31-Mar-06,6,58.44,849284
31-Mar-06,7,59.52,1008337
31-Mar-06,8,64.88,1004787
31-Mar-06,9,70.88,1063696
31-Mar-06,10,74.24,1141625
31-Mar-06,11,76.64,1196317
31-Mar-06,12,78.32,1250510
31-Mar-06,13,79.28,1297619
31-Mar-06,14,79.88,1392751
31-Mar-06,15,80.2,1445509
31-Mar-06,16,79.84,1445948
31-Mar-06,17,78.68,1460492
31-Mar-06,18,76.48,1411217
31-Mar-06,19,73.04,1394663
31-Mar-06,20,70.56,1405467
31-Mar-06,21,68.08,1291205
31-Mar-06,22,66.28,1195455
31-Mar-06,23,65.08,1043971
31-Mar-06,24,63.4,888025
1-Apr-06,1,62.04,782615
1-Apr-06,2,60.08,748254
1-Apr-06,3,59,731118
1-Apr-06,4,58,745447
1-Apr-06,5,57.44,771576
1-Apr-06,6,57.04,865618
1-Apr-06,7,57.8,1011744
1-Apr-06,8,63.8,1029990
1-Apr-06,9,69.8,1033539
1-Apr-06,10,73.6,1113164
1-Apr-06,11,77,1204563
1-Apr-06,12,79,1285032
1-Apr-06,13,80.16,1415344
1-Apr-06,14,81.12,1486442
1-Apr-06,15,81.12,1524802
1-Apr-06,16,80.4,1517501
1-Apr-06,17,79.2,1528336
1-Apr-06,18,77.12,1473760
1-Apr-06,19,74.24,1450743
1-Apr-06,20,71.92,1434971
1-Apr-06,21,69.92,1362073
1-Apr-06,22,68.28,1242847
1-Apr-06,23,66.92,1070277
1-Apr-06,24,65.64,904472
2-Apr-06,1,64.36,773093
2-Apr-06,2,63.98,717686
2-Apr-06,3,63.6,691978
2-Apr-06,4,63.28,680211
2-Apr-06,5,62.76,694343
2-Apr-06,6,62.76,779241
2-Apr-06,7,62.24,918835
2-Apr-06,8,63.08,1047696
2-Apr-06,9,65.92,1031774
2-Apr-06,10,69.64,1062532
2-Apr-06,11,73.12,1112939
2-Apr-06,12,76.64,1158823
2-Apr-06,13,79.68,1343731
2-Apr-06,14,82.36,1650086
2-Apr-06,15,82.8,1745726
2-Apr-06,16,83.12,1808278
2-Apr-06,17,82.88,1925383
2-Apr-06,18,81.6,1863056
2-Apr-06,19,79,1733848
2-Apr-06,20,74.96,1563225
2-Apr-06,21,72.48,1494641
2-Apr-06,22,70.12,1310257
2-Apr-06,23,68.6,1127906
2-Apr-06,24,67.6,952680
3-Apr-06,1,66.36,800834
3-Apr-06,2,64.88,725084
3-Apr-06,3,64.48,700814
3-Apr-06,4,64,697065
3-Apr-06,5,63.64,700598
3-Apr-06,6,63,784028
3-Apr-06,7,62.72,944483
3-Apr-06,8,63.4,1034012
3-Apr-06,9,66.28,1031242
3-Apr-06,10,70.8,1063069
3-Apr-06,11,74.6,1112302
3-Apr-06,12,78.32,1250510
3-Apr-06,13,81.04,1493298
3-Apr-06,14,82.04,1610065
3-Apr-06,15,83.76,1777816
3-Apr-06,16,84.2,1927445
3-Apr-06,17,83.68,1942993
3-Apr-06,18,82.52,1971840
3-Apr-06,19,79.64,1770457
3-Apr-06,20,76.24,1628970
3-Apr-06,21,73.64,1536110
3-Apr-06,22,71.84,1400186
3-Apr-06,23,70.56,1222720
3-Apr-06,24,69.2,1002084
4-Apr-06,1,68.48,853188
4-Apr-06,2,68.08,798514
4-Apr-06,3,67.64,737922
4-Apr-06,4,67.04,734288
4-Apr-06,5,66.56,741098
4-Apr-06,6,65.64,817170
4-Apr-06,7,64.88,917191
4-Apr-06,8,64.72,1008442
4-Apr-06,9,66.76,1035457
4-Apr-06,10,69.92,1061797
4-Apr-06,11,72.44,1097481
4-Apr-06,12,74.68,1127713
4-Apr-06,13,76.52,1183873
4-Apr-06,14,77.64,1211867
4-Apr-06,15,78.56,1287424
4-Apr-06,16,78.84,1323524
4-Apr-06,17,78.8,1482575
4-Apr-06,18,78.32,1581298
4-Apr-06,19,75.76,1541060
4-Apr-06,20,70.72,1403585
4-Apr-06,21,66.12,1273641
4-Apr-06,22,63.64,1158073
4-Apr-06,23,61.36,1031684
4-Apr-06,24,59.76,945426
5-Apr-06,1,58.48,812204
5-Apr-06,2,56.52,812456
5-Apr-06,3,55.2,849799
5-Apr-06,4,54.24,859279
5-Apr-06,5,52.56,970475
5-Apr-06,6,52.04,1056727
5-Apr-06,7,51.56,1257681
5-Apr-06,8,51.76,1485589
5-Apr-06,9,59.12,1205075
5-Apr-06,10,66.56,1097916
5-Apr-06,11,71.88,1091954
5-Apr-06,12,75.24,1149289
5-Apr-06,13,76.76,1184852
5-Apr-06,14,78.04,1218045
5-Apr-06,15,79.16,1316151
5-Apr-06,16,79.48,1422103
5-Apr-06,17,79.48,1547797
5-Apr-06,18,78.72,1589055
5-Apr-06,19,76.32,1558226
5-Apr-06,20,70.88,1409155
5-Apr-06,21,66.48,1280992
5-Apr-06,22,64.04,1170125
5-Apr-06,23,62,1037593
5-Apr-06,24,60.2,938566
6-Apr-06,1,57.88,810681
6-Apr-06,2,55.8,834814
6-Apr-06,3,54.52,881176
6-Apr-06,4,53.44,873862
6-Apr-06,5,52.44,978052
6-Apr-06,6,51.36,1069390
6-Apr-06,7,50.92,1299110
6-Apr-06,8,52.32,1425200
6-Apr-06,9,60.44,1168579
6-Apr-06,10,68.4,1075605
6-Apr-06,11,73.96,1117674
6-Apr-06,12,77.32,1215813
6-Apr-06,13,79.48,1318291
6-Apr-06,14,80.92,1472214
6-Apr-06,15,82.24,1671090
6-Apr-06,16,82.28,1738574
6-Apr-06,17,81.68,1812783
6-Apr-06,18,80.68,1779308
6-Apr-06,19,78.16,1662200
6-Apr-06,20,74.24,1541559
6-Apr-06,21,71.12,1411320
6-Apr-06,22,68.68,1258000
6-Apr-06,23,65.8,1060263
6-Apr-06,24,64.2,888047
7-Apr-06,1,62.8,776975
7-Apr-06,2,60.88,748244
7-Apr-06,3,60.12,729904
7-Apr-06,4,59.16,725474
7-Apr-06,5,58,774357
7-Apr-06,6,57.64,875970
7-Apr-06,7,57.6,1023311
7-Apr-06,8,58.68,1098131
7-Apr-06,9,65.44,1054724
7-Apr-06,10,72,1082891
7-Apr-06,11,76.84,1205517
7-Apr-06,12,80.2,1384074
7-Apr-06,13,81.6,1523515
7-Apr-06,14,83.72,1719746
7-Apr-06,15,84.08,1835479
7-Apr-06,16,84.04,1909539
7-Apr-06,17,83.44,1913558
7-Apr-06,18,81.6,1863056
7-Apr-06,19,79.44,1743552
7-Apr-06,20,75.68,1594104
7-Apr-06,21,73.96,1564862
7-Apr-06,22,71.28,1366574
7-Apr-06,23,70.08,1189494
7-Apr-06,24,68.6,966218
8-Apr-06,1,67.12,815947
8-Apr-06,2,67.76,787752
8-Apr-06,3,68.04,751321
8-Apr-06,4,68.32,770989
8-Apr-06,5,68.16,776150
8-Apr-06,6,67.6,826740
8-Apr-06,7,67.52,953883
8-Apr-06,8,68.24,1012806
8-Apr-06,9,70.36,1050632
8-Apr-06,10,74.32,1144306
8-Apr-06,11,78.52,1288691
8-Apr-06,12,81,1442046
8-Apr-06,13,83.04,1641628
8-Apr-06,14,84.4,1798663
8-Apr-06,15,84.6,1882899
8-Apr-06,16,84.72,1916626
8-Apr-06,17,83.68,1942993
8-Apr-06,18,81.92,1883643
8-Apr-06,19,79.72,1779641
8-Apr-06,20,77.24,1621396
8-Apr-06,21,74.92,1573915
8-Apr-06,22,73.48,1443513
8-Apr-06,23,72.48,1284276
8-Apr-06,24,71.56,1109061
9-Apr-06,1,68.36,850980
9-Apr-06,2,66.8,780538
9-Apr-06,3,65.64,731453
9-Apr-06,4,65.32,715897
9-Apr-06,5,65.16,727822
9-Apr-06,6,64.64,818355
9-Apr-06,7,64.24,922305
9-Apr-06,8,64.12,1020138
9-Apr-06,9,64.96,1056226
9-Apr-06,10,66.64,1095906
9-Apr-06,11,68.68,1123917
9-Apr-06,12,70.92,1102997
9-Apr-06,13,72.6,1109564
9-Apr-06,14,73.6,1113439
9-Apr-06,15,74.48,1117035
9-Apr-06,16,74.56,1150043
9-Apr-06,17,74.12,1200775
9-Apr-06,18,72.2,1263508
9-Apr-06,19,70.4,1349422
9-Apr-06,20,67.4,1338716
9-Apr-06,21,65.32,1240496
9-Apr-06,22,64.16,1170125
9-Apr-06,23,63.12,1030003
9-Apr-06,24,62,904098
10-Apr-06,1,61.64,791517
10-Apr-06,2,60.2,747408
10-Apr-06,3,59.48,718197
10-Apr-06,4,59.04,726546
10-Apr-06,5,58.52,770068
10-Apr-06,6,58,864994
10-Apr-06,7,57.24,1041004
10-Apr-06,8,58.88,1114808
10-Apr-06,9,63.12,1056008
10-Apr-06,10,67.72,1098270
10-Apr-06,11,70.88,1087124
10-Apr-06,12,73.28,1094171
10-Apr-06,13,74.76,1101615
10-Apr-06,14,75.76,1149424
10-Apr-06,15,76.16,1151566
10-Apr-06,16,75.8,1200775
10-Apr-06,17,75.32,1257194
10-Apr-06,18,74.56,1352418
10-Apr-06,19,72.48,1339508
10-Apr-06,20,69.52,1362689
10-Apr-06,21,67.28,1283683
10-Apr-06,22,65.6,1191307
10-Apr-06,23,64.36,1047431
10-Apr-06,24,63.2,887944
11-Apr-06,1,61.84,780510
11-Apr-06,2,61.16,744223
11-Apr-06,3,60.36,725064
11-Apr-06,4,59.72,726974
11-Apr-06,5,59.32,768675
11-Apr-06,6,58.92,849330
11-Apr-06,7,58.56,1000785
11-Apr-06,8,59.52,1081170
11-Apr-06,9,63.96,1083516
11-Apr-06,10,68.24,1082897
11-Apr-06,11,72.2,1100889
11-Apr-06,12,74.24,1124830
11-Apr-06,13,76.04,1180120
11-Apr-06,14,76.6,1180562
11-Apr-06,15,77.64,1232630
11-Apr-06,16,77.16,1266582
11-Apr-06,17,76.64,1314711
11-Apr-06,18,75.76,1378131
11-Apr-06,19,73.96,1436586
11-Apr-06,20,71.12,1411836
11-Apr-06,21,69.04,1327020
11-Apr-06,22,67.48,1199148
11-Apr-06,23,66.16,1068155
11-Apr-06,24,65,889374
12-Apr-06,1,63.92,772988
12-Apr-06,2,63.24,724104
12-Apr-06,3,62.76,693399
12-Apr-06,4,62,687789
12-Apr-06,5,61.32,717304
12-Apr-06,6,60.64,810207
12-Apr-06,7,59.8,1015529
12-Apr-06,8,61.56,1001457
12-Apr-06,9,66.24,1032792
12-Apr-06,10,70.8,1063069
12-Apr-06,11,73.52,1108921
12-Apr-06,12,75.28,1150056
12-Apr-06,13,76.2,1184926
12-Apr-06,14,77,1192022
12-Apr-06,15,77.92,1242113
12-Apr-06,16,78,1304105
12-Apr-06,17,77.8,1396940
12-Apr-06,18,77,1455735
12-Apr-06,19,74.64,1451472
12-Apr-06,20,71.88,1432852
12-Apr-06,21,69.4,1355773
12-Apr-06,22,67.88,1228504
12-Apr-06,23,66,1067224
12-Apr-06,24,64.68,891920
13-Apr-06,1,63.84,773574
13-Apr-06,2,61.72,739660
13-Apr-06,3,60.96,702428
13-Apr-06,4,60.12,709889
13-Apr-06,5,59.32,768675
13-Apr-06,6,58.88,845952
13-Apr-06,7,58.36,1004870
13-Apr-06,8,60.28,1061587
13-Apr-06,9,65.84,1031774
13-Apr-06,10,71.04,1056396
13-Apr-06,11,73.56,1108921
13-Apr-06,12,75.68,1155043
13-Apr-06,13,76.76,1184852
13-Apr-06,14,77.76,1217392
13-Apr-06,15,78.52,1289383
13-Apr-06,16,78.56,1343248
13-Apr-06,17,78.52,1444746
13-Apr-06,18,78,1574077
13-Apr-06,19,75.96,1543005
13-Apr-06,20,72.4,1450469
13-Apr-06,21,68.36,1315722
13-Apr-06,22,66.12,1195108
13-Apr-06,23,64.24,1042068
13-Apr-06,24,62.64,893580
14-Apr-06,1,61.44,792829
14-Apr-06,2,59.72,742655
14-Apr-06,3,59.56,717355
14-Apr-06,4,58.52,744950
14-Apr-06,5,57.32,771753
14-Apr-06,6,56.08,901357
14-Apr-06,7,56.12,1043096
14-Apr-06,8,58.6,1084512
14-Apr-06,9,65.44,1054724
14-Apr-06,10,71.4,1065396
14-Apr-06,11,74.8,1117297
14-Apr-06,12,77.8,1245808
14-Apr-06,13,79.56,1309872
14-Apr-06,14,81.12,1486442
14-Apr-06,15,82.12,1652723
14-Apr-06,16,82.84,1819726
14-Apr-06,17,82.2,1850153
14-Apr-06,18,81.16,1851100
14-Apr-06,19,78.96,1725645
14-Apr-06,20,74.24,1541559
14-Apr-06,21,71.16,1408250
14-Apr-06,22,68.88,1260233
14-Apr-06,23,67.28,1068868
14-Apr-06,24,65.76,904011
15-Apr-06,1,64.16,772197
15-Apr-06,2,63.52,716948
15-Apr-06,3,61.72,692368
15-Apr-06,4,61.12,702193
15-Apr-06,5,59.48,752105
15-Apr-06,6,58.96,832451
15-Apr-06,7,58.12,1010772
15-Apr-06,8,59.44,1079096
15-Apr-06,9,65.24,1056611
15-Apr-06,10,72.16,1081766
15-Apr-06,11,76.12,1176046
15-Apr-06,12,79.24,1306914
15-Apr-06,13,81.44,1505033
15-Apr-06,14,83,1688461
15-Apr-06,15,84.24,1848624
15-Apr-06,16,84.88,1919327
15-Apr-06,17,84.48,1992163
15-Apr-06,18,83.32,2010817
15-Apr-06,19,80.44,1817319
15-Apr-06,20,76.64,1626804
15-Apr-06,21,73.2,1524164
15-Apr-06,22,70.68,1321587
15-Apr-06,23,68.76,1131618
15-Apr-06,24,67.24,945855
16-Apr-06,1,65.44,777227
16-Apr-06,2,63.64,716323
