Date,Day of week,Month,Hour,Temperature,Aniket_Thopte
15-Mar-06,15,3,18,68.6,1140143.753
15-Mar-06,15,3,19,63.6,1224430.124
15-Mar-06,15,3,20,58.88,1305379.387
15-Mar-06,15,3,21,56.84,1272966.924
15-Mar-06,15,3,22,54.84,1240363.35
15-Mar-06,15,3,23,53.2,1168383.579
15-Mar-06,15,3,24,51.56,1067820.937
16-Mar-06,16,3,1,49.32,1013237.006
16-Mar-06,16,3,2,48.72,982448.4007
16-Mar-06,16,3,3,47.92,990875.7989
16-Mar-06,16,3,4,47.4,1024448.222
16-Mar-06,16,3,5,47.16,1089029.879
16-Mar-06,16,3,6,47.36,1191877.9
16-Mar-06,16,3,7,47.36,1396364.959
16-Mar-06,16,3,8,54.48,1247766.418
16-Mar-06,16,3,9,62.64,1102151.091
16-Mar-06,16,3,10,68.4,1084648.608
16-Mar-06,16,3,11,71.12,1097640.882
16-Mar-06,16,3,12,72.32,1103202.792
16-Mar-06,16,3,13,73.68,1104384.963
16-Mar-06,16,3,14,74.6,1097547.156
16-Mar-06,16,3,15,75.24,1104894.212
16-Mar-06,16,3,16,74.92,1123500.107
16-Mar-06,16,3,17,73.88,1156614.37
16-Mar-06,16,3,18,71.6,1191565.959
16-Mar-06,16,3,19,68.48,1250321.462
16-Mar-06,16,3,20,65.92,1288077.203
16-Mar-06,16,3,21,64.28,1265840.006
16-Mar-06,16,3,22,63,1146008.641
16-Mar-06,16,3,23,61.08,1024724.457
16-Mar-06,16,3,24,59.4,871971.9456
17-Mar-06,17,3,1,58.44,775636.7637
17-Mar-06,17,3,2,57.28,738748.4696
17-Mar-06,17,3,3,57.2,709305.5857
17-Mar-06,17,3,4,57.04,706120.9291
17-Mar-06,17,3,5,56.96,739318.136
17-Mar-06,17,3,6,56.8,847203.3597
17-Mar-06,17,3,7,57,1021571.856
17-Mar-06,17,3,8,60.2,1062701.213
17-Mar-06,17,3,9,65.08,1065810.012
17-Mar-06,17,3,10,69.72,1074337.05
17-Mar-06,17,3,11,72.64,1094028.837
17-Mar-06,17,3,12,74.88,1121675.346
17-Mar-06,17,3,13,77.16,1165920.428
17-Mar-06,17,3,14,78.56,1206163.801
17-Mar-06,17,3,15,78.52,1221776.486
17-Mar-06,17,3,16,78.36,1253242.401
17-Mar-06,17,3,17,77.48,1283945.076
17-Mar-06,17,3,18,75.28,1294647.885
17-Mar-06,17,3,19,71.16,1297376.325
17-Mar-06,17,3,20,68,1313996.353
17-Mar-06,17,3,21,65.76,1288393.655
17-Mar-06,17,3,22,64.56,1164196.313
17-Mar-06,17,3,23,63.88,1032194.833
17-Mar-06,17,3,24,62.84,863109.2625
18-Mar-06,18,3,1,62.12,762186.7849
18-Mar-06,18,3,2,61.04,716582.1406
18-Mar-06,18,3,3,61.28,679845.9546
18-Mar-06,18,3,4,60.32,669140.2582
18-Mar-06,18,3,5,59.16,701447.358
18-Mar-06,18,3,6,57.88,819664.3161
18-Mar-06,18,3,7,56.44,1028238.621
18-Mar-06,18,3,8,59.48,1084166.15
18-Mar-06,18,3,9,63.52,1088134.61
18-Mar-06,18,3,10,67.12,1099864.134
18-Mar-06,18,3,11,70.04,1101214.038
18-Mar-06,18,3,12,72.6,1103511.873
18-Mar-06,18,3,13,74.16,1118088.077
18-Mar-06,18,3,14,74.96,1123759.69
18-Mar-06,18,3,15,75.08,1127114.371
18-Mar-06,18,3,16,74.88,1148462.249
18-Mar-06,18,3,17,73.2,1159879.761
18-Mar-06,18,3,18,70.88,1199998.123
18-Mar-06,18,3,19,66.68,1242563.13
18-Mar-06,18,3,20,64.08,1282713.388
18-Mar-06,18,3,21,62.32,1260208.368
18-Mar-06,18,3,22,60.32,1164319.293
18-Mar-06,18,3,23,58.68,1063338.365
18-Mar-06,18,3,24,57.36,922349.7534
19-Mar-06,19,3,1,55.72,814983.4158
19-Mar-06,19,3,2,54.52,784932.2267
19-Mar-06,19,3,3,53.92,764590.9976
19-Mar-06,19,3,4,53.24,778002.4487
19-Mar-06,19,3,5,53.88,795470.793
19-Mar-06,19,3,6,54.04,894921.837
19-Mar-06,19,3,7,54.88,1059878.215
19-Mar-06,19,3,8,59,1098932.063
19-Mar-06,19,3,9,63.92,1080472.695
19-Mar-06,19,3,10,67.52,1092988.009
19-Mar-06,19,3,11,70.2,1096562.484
19-Mar-06,19,3,12,72.44,1101306.654
19-Mar-06,19,3,13,74.16,1120210.952
19-Mar-06,19,3,14,74.44,1119924.736
19-Mar-06,19,3,15,74.84,1126924.922
19-Mar-06,19,3,16,74.68,1149956.179
19-Mar-06,19,3,17,73.96,1186129.371
19-Mar-06,19,3,18,71.84,1225303.122
19-Mar-06,19,3,19,68.64,1266455.016
19-Mar-06,19,3,20,67.04,1305859.215
19-Mar-06,19,3,21,65.4,1290384.935
19-Mar-06,19,3,22,64.84,1179638.448
19-Mar-06,19,3,23,63.88,1048820.446
19-Mar-06,19,3,24,62.52,881287.0123
20-Mar-06,20,3,1,61.08,744732.6394
20-Mar-06,20,3,2,60.8,699190.9204
20-Mar-06,20,3,3,59.76,669676.1065
20-Mar-06,20,3,4,59.76,661638.5485
20-Mar-06,20,3,5,59.6,689652.6823
20-Mar-06,20,3,6,59.36,794114.9396
20-Mar-06,20,3,7,59.72,958087.7889
20-Mar-06,20,3,8,62.84,1013397.597
20-Mar-06,20,3,9,68,1031533.422
20-Mar-06,20,3,10,72.12,1053958.145
20-Mar-06,20,3,11,75.76,1105504.92
20-Mar-06,20,3,12,77.84,1178827.984
20-Mar-06,20,3,13,79.52,1249403.392
20-Mar-06,20,3,14,80.36,1307787.948
20-Mar-06,20,3,15,80.92,1363330.379
20-Mar-06,20,3,16,80.32,1371159.254
20-Mar-06,20,3,17,79.36,1383154.232
20-Mar-06,20,3,18,77.32,1382954.2
20-Mar-06,20,3,19,74.6,1400429.615
20-Mar-06,20,3,20,72.92,1418099.402
20-Mar-06,20,3,21,71.72,1399192.35
20-Mar-06,20,3,22,71.04,1307527.901
20-Mar-06,20,3,23,70.36,1129122.746
20-Mar-06,20,3,24,69.72,944254.5517
21-Mar-06,21,3,1,68.84,806444.4166
21-Mar-06,21,3,2,68.48,762721.5521
21-Mar-06,21,3,3,67.88,719902.7346
21-Mar-06,21,3,4,67.64,694610.8745
21-Mar-06,21,3,5,68.04,708867.5014
21-Mar-06,21,3,6,67.96,792231.3295
21-Mar-06,21,3,7,67.84,900210.165
21-Mar-06,21,3,8,70.36,963458.4504
21-Mar-06,21,3,9,73.68,1006152.313
21-Mar-06,21,3,10,76.52,1069511.129
21-Mar-06,21,3,11,78.8,1161874.179
21-Mar-06,21,3,12,79.52,1225319.2
21-Mar-06,21,3,13,81.64,1332967.736
21-Mar-06,21,3,14,82.32,1403698.835
21-Mar-06,21,3,15,82.36,1441336.644
21-Mar-06,21,3,16,82.2,1470414.65
21-Mar-06,21,3,17,80.84,1458008.087
21-Mar-06,21,3,18,79.12,1460774.938
21-Mar-06,21,3,19,76.2,1456187.641
21-Mar-06,21,3,20,74.2,1455559.09
21-Mar-06,21,3,21,72.8,1427296.127
21-Mar-06,21,3,22,72.12,1340373.158
21-Mar-06,21,3,23,71,1142848.178
21-Mar-06,21,3,24,69.96,945512.7783
22-Mar-06,22,3,1,67.44,786572.8087
22-Mar-06,22,3,2,65.92,727991.0147
22-Mar-06,22,3,3,63.96,677514.9319
22-Mar-06,22,3,4,62.4,654794.9182
22-Mar-06,22,3,5,61,675948.4169
22-Mar-06,22,3,6,59.36,785140.0253
22-Mar-06,22,3,7,58.44,970838.2512
22-Mar-06,22,3,8,60.6,1056894.883
22-Mar-06,22,3,9,63.08,1082317.434
22-Mar-06,22,3,10,65.8,1092909.587
22-Mar-06,22,3,11,67.72,1092914.586
22-Mar-06,22,3,12,69.88,1083030.428
22-Mar-06,22,3,13,71.36,1081679.788
22-Mar-06,22,3,14,72.72,1092937.815
22-Mar-06,22,3,15,73.24,1097731.971
22-Mar-06,22,3,16,73.16,1109257.157
22-Mar-06,22,3,17,72.44,1148540.76
22-Mar-06,22,3,18,70.36,1197683.803
22-Mar-06,22,3,19,66.08,1212162.71
22-Mar-06,22,3,20,63.12,1252251.458
22-Mar-06,22,3,21,61.76,1230504.98
22-Mar-06,22,3,22,60.56,1139620.487
22-Mar-06,22,3,23,60.08,1033742.778
22-Mar-06,22,3,24,59.52,884882.9628
23-Mar-06,23,3,1,59,741983.566
23-Mar-06,23,3,2,58.88,692411.4364
23-Mar-06,23,3,3,58.48,662728.8922
23-Mar-06,23,3,4,58.6,654193.4481
23-Mar-06,23,3,5,58.28,686733.5321
23-Mar-06,23,3,6,58.24,792052.3496
23-Mar-06,23,3,7,58.48,967892.7268
23-Mar-06,23,3,8,59.96,1071499.119
23-Mar-06,23,3,9,62.56,1092892.872
23-Mar-06,23,3,10,64.32,1109161.411
23-Mar-06,23,3,11,65.64,1108371.752
23-Mar-06,23,3,12,67.16,1087168.142
23-Mar-06,23,3,13,67.4,1062670.328
23-Mar-06,23,3,14,67.92,1037193.464
23-Mar-06,23,3,15,67.24,1015221.667
23-Mar-06,23,3,16,67.24,1031203.582
23-Mar-06,23,3,17,66.24,1078360.654
23-Mar-06,23,3,18,65.64,1134837.725
23-Mar-06,23,3,19,64.2,1198816.104
23-Mar-06,23,3,20,63.32,1251569.099
23-Mar-06,23,3,21,62.48,1234986.953
23-Mar-06,23,3,22,61.64,1137445.331
23-Mar-06,23,3,23,61,1028251.743
23-Mar-06,23,3,24,60.52,876268.8172
24-Mar-06,24,3,1,59.36,741170.6121
24-Mar-06,24,3,2,58.56,696681.8322
24-Mar-06,24,3,3,57.72,671190.499
24-Mar-06,24,3,4,57.12,670671.3812
24-Mar-06,24,3,5,56.32,714773.6212
24-Mar-06,24,3,6,55.36,839399.4324
24-Mar-06,24,3,7,54.48,1051872.44
24-Mar-06,24,3,8,55.36,1177317.296
24-Mar-06,24,3,9,57.28,1222026.44
24-Mar-06,24,3,10,59.8,1212751.956
24-Mar-06,24,3,11,61.84,1166028.442
24-Mar-06,24,3,12,63.92,1108919.22
24-Mar-06,24,3,13,65.2,1065312.024
24-Mar-06,24,3,14,65.88,1029845.307
24-Mar-06,24,3,15,66.2,1011989.657
24-Mar-06,24,3,16,65.8,1031239.672
24-Mar-06,24,3,17,64.72,1074213.739
24-Mar-06,24,3,18,62.56,1136696.961
24-Mar-06,24,3,19,58.68,1244537.984
24-Mar-06,24,3,20,55.76,1333371.849
24-Mar-06,24,3,21,54.12,1312305.076
24-Mar-06,24,3,22,52.96,1270088.042
24-Mar-06,24,3,23,51,1212539.239
24-Mar-06,24,3,24,49.92,1090168.039
25-Mar-06,25,3,1,47.96,1051156.028
25-Mar-06,25,3,2,46.88,1032177.145
25-Mar-06,25,3,3,45.4,1066269.924
25-Mar-06,25,3,4,44.16,1136148.258
25-Mar-06,25,3,5,43.52,1228993.352
25-Mar-06,25,3,6,42.24,1418526.51
25-Mar-06,25,3,7,42.04,1629037.952
25-Mar-06,25,3,8,47.44,1514291.753
25-Mar-06,25,3,9,53.04,1350973.005
25-Mar-06,25,3,10,56.52,1290980.472
25-Mar-06,25,3,11,58.92,1237464.665
25-Mar-06,25,3,12,60.68,1158389.515
25-Mar-06,25,3,13,62.32,1082300.802
25-Mar-06,25,3,14,63.56,1031315.451
25-Mar-06,25,3,15,64.48,1013173.024
25-Mar-06,25,3,16,64.24,1033151.454
25-Mar-06,25,3,17,63.44,1072354.01
25-Mar-06,25,3,18,61.68,1142147.184
25-Mar-06,25,3,19,57.8,1262171.782
25-Mar-06,25,3,20,54.68,1361852.143
25-Mar-06,25,3,21,52.16,1382967.912
25-Mar-06,25,3,22,50.48,1372465.305
25-Mar-06,25,3,23,48.92,1307836.424
25-Mar-06,25,3,24,47.64,1193429.671
26-Mar-06,26,3,1,46.24,1117477.085
26-Mar-06,26,3,2,45.32,1092185.379
26-Mar-06,26,3,3,44.76,1086464.176
26-Mar-06,26,3,4,44.52,1110234.447
26-Mar-06,26,3,5,43.36,1227987.264
26-Mar-06,26,3,6,41.88,1423103.929
26-Mar-06,26,3,7,41,1667816.625
26-Mar-06,26,3,8,47,1540013.381
26-Mar-06,26,3,9,51.68,1406363.087
26-Mar-06,26,3,10,55.28,1319676.442
26-Mar-06,26,3,11,58.48,1244681.716
26-Mar-06,26,3,12,60.48,1164974.836
26-Mar-06,26,3,13,62.12,1087929.988
26-Mar-06,26,3,14,63.04,1038212.269
26-Mar-06,26,3,15,63.56,1023390.228
26-Mar-06,26,3,16,63.64,1037298.617
26-Mar-06,26,3,17,62.4,1074137.051
26-Mar-06,26,3,18,60.16,1155093.617
26-Mar-06,26,3,19,55.4,1324635.66
26-Mar-06,26,3,20,52.24,1433392.277
26-Mar-06,26,3,21,49.4,1484152.329
26-Mar-06,26,3,22,47.68,1474260.049
26-Mar-06,26,3,23,46.04,1411247.867
26-Mar-06,26,3,24,43.92,1329271.608
27-Mar-06,27,3,1,42.88,1234311.143
27-Mar-06,27,3,2,41.08,1267604.264
27-Mar-06,27,3,3,40.12,1298069.862
27-Mar-06,27,3,4,39.36,1365246.001
27-Mar-06,27,3,5,38.6,1485036.899
27-Mar-06,27,3,6,38.24,1628118.011
27-Mar-06,27,3,7,39.16,1753248.889
27-Mar-06,27,3,8,47.24,1530652.444
27-Mar-06,27,3,9,56.08,1249016.906
27-Mar-06,27,3,10,60.48,1194451.836
27-Mar-06,27,3,11,63.12,1143300.884
27-Mar-06,27,3,12,64.6,1107071.671
27-Mar-06,27,3,13,66.36,1073885.509
27-Mar-06,27,3,14,67.64,1053793.313
27-Mar-06,27,3,15,68.36,1054349.603
27-Mar-06,27,3,16,68.68,1085389.458
27-Mar-06,27,3,17,67.72,1112292.211
27-Mar-06,27,3,18,65.96,1153473.522
27-Mar-06,27,3,19,61,1232005.552
27-Mar-06,27,3,20,57.04,1329631.759
27-Mar-06,27,3,21,55.64,1297978.242
27-Mar-06,27,3,22,53.72,1273805.375
27-Mar-06,27,3,23,52.2,1196137.863
27-Mar-06,27,3,24,49.64,1127756.61
28-Mar-06,28,3,1,47.72,1058436.176
28-Mar-06,28,3,2,47.4,1009618.286
28-Mar-06,28,3,3,46,1033307.955
28-Mar-06,28,3,4,45.52,1065075.069
28-Mar-06,28,3,5,45.08,1144583.011
28-Mar-06,28,3,6,45.2,1257044.107
28-Mar-06,28,3,7,46.32,1401470.689
28-Mar-06,28,3,8,54.8,1201042.883
28-Mar-06,28,3,9,63.64,1083231.096
28-Mar-06,28,3,10,67.32,1065760.745
28-Mar-06,28,3,11,69.56,1081670.465
28-Mar-06,28,3,12,71.36,1099266.64
28-Mar-06,28,3,13,72.36,1114880.421
28-Mar-06,28,3,14,73.68,1142396.833
28-Mar-06,28,3,15,73.68,1150623.453
28-Mar-06,28,3,16,73.52,1172115.535
28-Mar-06,28,3,17,72.64,1199190.049
28-Mar-06,28,3,18,70.56,1213815.559
28-Mar-06,28,3,19,66.88,1231794.466
28-Mar-06,28,3,20,64.32,1275066.482
28-Mar-06,28,3,21,62.28,1258656.078
28-Mar-06,28,3,22,61,1163114.007
28-Mar-06,28,3,23,59.48,1058705.801
28-Mar-06,28,3,24,57.52,922070.6106
29-Mar-06,29,3,1,56.56,804878.3758
29-Mar-06,29,3,2,55.32,767771.2744
29-Mar-06,29,3,3,54.16,755275.2798
29-Mar-06,29,3,4,54,752077.6931
29-Mar-06,29,3,5,53.68,795214.1015
29-Mar-06,29,3,6,53.36,908477.0504
29-Mar-06,29,3,7,53.64,1089436.574
29-Mar-06,29,3,8,58.36,1098674.205
29-Mar-06,29,3,9,64.6,1061977.909
29-Mar-06,29,3,10,69.28,1048036.461
29-Mar-06,29,3,11,71.92,1078835.214
29-Mar-06,29,3,12,74.08,1120562.914
29-Mar-06,29,3,13,75.64,1170568.173
29-Mar-06,29,3,14,76.6,1215732.874
29-Mar-06,29,3,15,77.04,1240980.987
29-Mar-06,29,3,16,76.16,1245927.597
29-Mar-06,29,3,17,75.4,1281262.973
29-Mar-06,29,3,18,73.16,1276528.129
29-Mar-06,29,3,19,69.8,1271145.25
29-Mar-06,29,3,20,67.24,1295276.087
29-Mar-06,29,3,21,65.52,1286466.511
29-Mar-06,29,3,22,63.56,1166750.921
29-Mar-06,29,3,23,62.64,1045200.966
29-Mar-06,29,3,24,61.6,882519.5924
30-Mar-06,30,3,1,60.52,751566.1003
30-Mar-06,30,3,2,59.36,692590.4234
30-Mar-06,30,3,3,58.32,662194.665
30-Mar-06,30,3,4,57.4,661181.1457
30-Mar-06,30,3,5,56.64,700702.1829
30-Mar-06,30,3,6,56.64,799716.2786
30-Mar-06,30,3,7,57.24,965717.8678
30-Mar-06,30,3,8,62.24,1012036.849
30-Mar-06,30,3,9,68.4,994028.7014
30-Mar-06,30,3,10,72.64,1035499.747
30-Mar-06,30,3,11,75.28,1099124.918
30-Mar-06,30,3,12,77.32,1177994.963
30-Mar-06,30,3,13,78.4,1249577.932
30-Mar-06,30,3,14,79.08,1305306.986
30-Mar-06,30,3,15,79.2,1335337.781
30-Mar-06,30,3,16,78.72,1363558.234
30-Mar-06,30,3,17,77.68,1390765.616
30-Mar-06,30,3,18,75.96,1392524.974
30-Mar-06,30,3,19,72.56,1353723.194
30-Mar-06,30,3,20,69.8,1351569.327
30-Mar-06,30,3,21,67.52,1330901.412
30-Mar-06,30,3,22,65.96,1213570.975
30-Mar-06,30,3,23,64.44,1074229.525
30-Mar-06,30,3,24,62.88,905690.6817
31-Mar-06,31,3,1,61.52,773897.9772
31-Mar-06,31,3,2,60.16,721887.0787
31-Mar-06,31,3,3,59.6,684769.2235
31-Mar-06,31,3,4,59.08,678223.383
31-Mar-06,31,3,5,59.28,703519.858
31-Mar-06,31,3,6,58.44,810102.2723
31-Mar-06,31,3,7,59.52,967322.1435
31-Mar-06,31,3,8,64.88,1027436.453
31-Mar-06,31,3,9,70.88,1035457.697
31-Mar-06,31,3,10,74.24,1094524.554
31-Mar-06,31,3,11,76.64,1167443.163
31-Mar-06,31,3,12,78.32,1247986.706
31-Mar-06,31,3,13,79.28,1320370.841
31-Mar-06,31,3,14,79.88,1373786.553
31-Mar-06,31,3,15,80.2,1413456.148
31-Mar-06,31,3,16,79.84,1445938.946
31-Mar-06,31,3,17,78.68,1457735.711
31-Mar-06,31,3,18,76.48,1427372.474
31-Mar-06,31,3,19,73.04,1378168.705
31-Mar-06,31,3,20,70.56,1376204.577
31-Mar-06,31,3,21,68.08,1348319.616
31-Mar-06,31,3,22,66.28,1226128.054
31-Mar-06,31,3,23,65.08,1083726.664
31-Mar-06,31,3,24,63.4,909623.9374
1-Apr-06,1,4,1,62.04,741500.25
1-Apr-06,1,4,2,60.08,697042.7176
1-Apr-06,1,4,3,59,669215.7935
1-Apr-06,1,4,4,58,670248.6558
1-Apr-06,1,4,5,57.44,708167.4179
1-Apr-06,1,4,6,57.04,824067.5625
1-Apr-06,1,4,7,57.8,988456.9009
1-Apr-06,1,4,8,63.8,1019084.014
1-Apr-06,1,4,9,69.8,996263.8758
1-Apr-06,1,4,10,73.6,1032639.721
1-Apr-06,1,4,11,77,1125929.846
1-Apr-06,1,4,12,79,1221289.56
1-Apr-06,1,4,13,80.16,1313514.609
1-Apr-06,1,4,14,81.12,1403814.02
1-Apr-06,1,4,15,81.12,1441730.773
1-Apr-06,1,4,16,80.4,1449151.663
1-Apr-06,1,4,17,79.2,1455224.661
1-Apr-06,1,4,18,77.12,1448375.834
1-Apr-06,1,4,19,74.24,1423777.35
1-Apr-06,1,4,20,71.92,1409491.69
1-Apr-06,1,4,21,69.92,1362197.024
1-Apr-06,1,4,22,68.28,1233187.778
1-Apr-06,1,4,23,66.92,1092121.834
1-Apr-06,1,4,24,65.64,913728.2927
2-Apr-06,2,4,1,64.36,755350.1132
2-Apr-06,2,4,2,63.98,707423.8854
2-Apr-06,2,4,3,63.6,670392.7632
2-Apr-06,2,4,4,63.28,652177.9277
2-Apr-06,2,4,5,62.76,667952.3367
2-Apr-06,2,4,6,62.76,770490.2925
2-Apr-06,2,4,7,62.24,926376.3396
2-Apr-06,2,4,8,63.08,1031251.786
2-Apr-06,2,4,9,65.92,1057817.352
2-Apr-06,2,4,10,69.64,1056730.35
2-Apr-06,2,4,11,73.12,1078364.886
2-Apr-06,2,4,12,76.64,1151343.958
2-Apr-06,2,4,13,79.68,1288905.94
2-Apr-06,2,4,14,82.36,1469089.473
2-Apr-06,2,4,15,82.8,1529464.841
2-Apr-06,2,4,16,83.12,1588882.642
2-Apr-06,2,4,17,82.88,1635850.851
2-Apr-06,2,4,18,81.6,1658073.302
2-Apr-06,2,4,19,79,1627983.841
2-Apr-06,2,4,20,74.96,1511659.306
2-Apr-06,2,4,21,72.48,1433876.414
2-Apr-06,2,4,22,70.12,1284639.254
2-Apr-06,2,4,23,68.6,1120857.478
2-Apr-06,2,4,24,67.6,939854.5062
3-Apr-06,3,4,1,66.36,785649.2076
3-Apr-06,3,4,2,64.88,719702.5905
3-Apr-06,3,4,3,64.48,681244.0264
3-Apr-06,3,4,4,64,658293.3315
3-Apr-06,3,4,5,63.64,672063.4835
3-Apr-06,3,4,6,63,766312.7999
3-Apr-06,3,4,7,62.72,918663.2316
3-Apr-06,3,4,8,63.4,1024249.922
3-Apr-06,3,4,9,66.28,1058733.194
3-Apr-06,3,4,10,70.8,1047334.025
3-Apr-06,3,4,11,74.6,1092199.706
3-Apr-06,3,4,12,78.32,1202624.189
3-Apr-06,3,4,13,81.04,1352003.208
3-Apr-06,3,4,14,82.04,1444625.755
3-Apr-06,3,4,15,83.76,1581298.774
3-Apr-06,3,4,16,84.2,1644738.299
3-Apr-06,3,4,17,83.68,1676606.719
3-Apr-06,3,4,18,82.52,1703732.834
3-Apr-06,3,4,19,79.64,1658093.475
3-Apr-06,3,4,20,76.24,1562278.844
3-Apr-06,3,4,21,73.64,1469161.628
3-Apr-06,3,4,22,71.84,1343795.526
3-Apr-06,3,4,23,70.56,1168594.36
3-Apr-06,3,4,24,69.2,970811.7521
4-Apr-06,4,4,1,68.48,828905.6219
4-Apr-06,4,4,2,68.08,782827.4854
4-Apr-06,4,4,3,67.64,740409.5451
4-Apr-06,4,4,4,67.04,706578.6893
4-Apr-06,4,4,5,66.56,707862.4987
4-Apr-06,4,4,6,65.64,787026.7509
4-Apr-06,4,4,7,64.88,914794.2094
4-Apr-06,4,4,8,64.72,1009661.918
4-Apr-06,4,4,9,66.76,1057742.492
4-Apr-06,4,4,10,69.92,1057699.161
4-Apr-06,4,4,11,72.44,1082219.037
4-Apr-06,4,4,12,74.68,1125467.503
4-Apr-06,4,4,13,76.52,1172612.114
4-Apr-06,4,4,14,77.64,1225711.743
4-Apr-06,4,4,15,78.56,1293768.82
4-Apr-06,4,4,16,78.84,1352339.44
4-Apr-06,4,4,17,78.8,1417652.417
4-Apr-06,4,4,18,78.32,1483797.172
4-Apr-06,4,4,19,75.76,1456310.76
4-Apr-06,4,4,20,70.72,1342920.054
4-Apr-06,4,4,21,66.12,1282392.517
4-Apr-06,4,4,22,63.64,1163711.607
4-Apr-06,4,4,23,61.36,1038435.672
4-Apr-06,4,4,24,59.76,881291.9254
5-Apr-06,5,4,1,58.48,757562.9986
5-Apr-06,5,4,2,56.52,718433.6183
5-Apr-06,5,4,3,55.2,700990.9909
5-Apr-06,5,4,4,54.24,713608.0205
5-Apr-06,5,4,5,52.56,798613.4911
5-Apr-06,5,4,6,52.04,927668.0797
5-Apr-06,5,4,7,51.56,1146899.022
5-Apr-06,5,4,8,51.76,1303920.427
5-Apr-06,5,4,9,59.12,1155401.444
5-Apr-06,5,4,10,66.56,1116486.499
5-Apr-06,5,4,11,71.88,1083476.936
5-Apr-06,5,4,12,75.24,1138020.601
5-Apr-06,5,4,13,76.76,1180080.921
5-Apr-06,5,4,14,78.04,1241854.859
5-Apr-06,5,4,15,79.16,1327646.912
5-Apr-06,5,4,16,79.48,1389516.998
5-Apr-06,5,4,17,79.48,1456211.838
5-Apr-06,5,4,18,78.72,1506056.868
5-Apr-06,5,4,19,76.32,1482945.443
5-Apr-06,5,4,20,70.88,1343555.443
5-Apr-06,5,4,21,66.48,1284806.771
5-Apr-06,5,4,22,64.04,1161818.87
5-Apr-06,5,4,23,62,1034576.559
5-Apr-06,5,4,24,60.2,874483.9378
6-Apr-06,6,4,1,57.88,761711.3448
6-Apr-06,6,4,2,55.8,725823.0215
6-Apr-06,6,4,3,54.52,709691.1981
6-Apr-06,6,4,4,53.44,727510.3217
6-Apr-06,6,4,5,52.44,794122.1048
6-Apr-06,6,4,6,51.36,943107.1767
6-Apr-06,6,4,7,50.92,1161143.878
6-Apr-06,6,4,8,52.32,1265875.383
6-Apr-06,6,4,9,60.44,1126333.129
6-Apr-06,6,4,10,68.4,1093646.196
6-Apr-06,6,4,11,73.96,1091950.754
6-Apr-06,6,4,12,77.32,1176861.914
6-Apr-06,6,4,13,79.48,1276207.837
6-Apr-06,6,4,14,80.92,1386896.211
6-Apr-06,6,4,15,82.24,1499758.792
6-Apr-06,6,4,16,82.28,1549294.148
6-Apr-06,6,4,17,81.68,1581493.684
6-Apr-06,6,4,18,80.68,1614951.896
6-Apr-06,6,4,19,78.16,1578595.37
6-Apr-06,6,4,20,74.24,1465623.669
6-Apr-06,6,4,21,71.12,1385880.638
6-Apr-06,6,4,22,68.68,1247474.627
6-Apr-06,6,4,23,65.8,1061154.814
6-Apr-06,6,4,24,64.2,882267.7998
7-Apr-06,7,4,1,62.8,764072.4571
7-Apr-06,7,4,2,60.88,705760.8744
7-Apr-06,7,4,3,60.12,666972.3296
7-Apr-06,7,4,4,59.16,653247.4886
7-Apr-06,7,4,5,58,683712.0257
7-Apr-06,7,4,6,57.64,788107.151
7-Apr-06,7,4,7,57.6,964231.2662
7-Apr-06,7,4,8,58.68,1069974.213
7-Apr-06,7,4,9,65.44,1071193.736
7-Apr-06,7,4,10,72,1063033.289
7-Apr-06,7,4,11,76.84,1124702.495
7-Apr-06,7,4,12,80.2,1268785.286
7-Apr-06,7,4,13,81.6,1378728.65
7-Apr-06,7,4,14,83.72,1539978.417
7-Apr-06,7,4,15,84.08,1604280.777
7-Apr-06,7,4,16,84.04,1650075.781
7-Apr-06,7,4,17,83.44,1680968.61
7-Apr-06,7,4,18,81.6,1669261.645
7-Apr-06,7,4,19,79.44,1650133.518
7-Apr-06,7,4,20,75.68,1534326.881
7-Apr-06,7,4,21,73.96,1495730.251
7-Apr-06,7,4,22,71.28,1347388.903
7-Apr-06,7,4,23,70.08,1166184.918
7-Apr-06,7,4,24,68.6,966564.2451
8-Apr-06,8,4,1,67.12,801804.1241
8-Apr-06,8,4,2,67.76,771927.4062
8-Apr-06,8,4,3,68.04,745565.1509
8-Apr-06,8,4,4,68.32,730101.1017
8-Apr-06,8,4,5,68.16,733682.9037
8-Apr-06,8,4,6,67.6,809162.5294
8-Apr-06,8,4,7,67.52,920534.4397
8-Apr-06,8,4,8,68.24,989591.4071
8-Apr-06,8,4,9,70.36,1036955.69
8-Apr-06,8,4,10,74.32,1064868.608
8-Apr-06,8,4,11,78.52,1168194.116
8-Apr-06,8,4,12,81,1301989.241
8-Apr-06,8,4,13,83.04,1451556.07
8-Apr-06,8,4,14,84.4,1576582.545
8-Apr-06,8,4,15,84.6,1635850.451
8-Apr-06,8,4,16,84.72,1691375.531
8-Apr-06,8,4,17,83.68,1700496.884
8-Apr-06,8,4,18,81.92,1692007.971
8-Apr-06,8,4,19,79.72,1669079.383
8-Apr-06,8,4,20,77.24,1615942.574
8-Apr-06,8,4,21,74.92,1545356.487
8-Apr-06,8,4,22,73.48,1452377.57
8-Apr-06,8,4,23,72.48,1260628.978
8-Apr-06,8,4,24,71.56,1065076.384
9-Apr-06,9,4,1,68.36,825043.3808
