Date,Day of week,Month,Hour,Temperature,Load,,,
4/7/2002,7,4,20,70.88,1130087,,,
4/7/2002,7,4,21,68.76,1208596,,,
4/7/2002,7,4,22,67.36,1139087,,,
4/7/2002,7,4,23,66.4,986375,,,
4/7/2002,7,4,24,65.52,818743,,,
4/8/2002,8,4,1,63.84,688407,,,
4/8/2002,8,4,2,63.48,626749,,,
4/8/2002,8,4,3,62.8,593618,,,
4/8/2002,8,4,4,62.76,593224,,,
4/8/2002,8,4,5,63.08,611908,,,
4/8/2002,8,4,6,62.88,704121,,,
4/8/2002,8,4,7,62.28,882969,,,
4/8/2002,8,4,8,63.56,929215,,,
4/8/2002,8,4,9,67.28,907876,,,
4/8/2002,8,4,10,71.76,919375,,,
4/8/2002,8,4,11,74.4,954433,,,
4/8/2002,8,4,12,77.04,1005568,,,
4/8/2002,8,4,13,78.4,1057733,,,
4/8/2002,8,4,14,79.4,1111771,,,
4/8/2002,8,4,15,80.28,1168783,,,
4/8/2002,8,4,16,80.84,1237408,,,
4/8/2002,8,4,17,80.36,1308558,,,
4/8/2002,8,4,18,79.28,1365837,,,
4/8/2002,8,4,19,77.32,1366500,,,
4/8/2002,8,4,20,74.6,1328569,,,
4/8/2002,8,4,21,72.56,1370694,,,
4/8/2002,8,4,22,71.08,1273574,,,
4/8/2002,8,4,23,70.2,1099614,,,
4/8/2002,8,4,24,69.24,909926,,,
4/9/2002,9,4,1,68.68,764076,,,
4/9/2002,9,4,2,67.6,693479,,,
4/9/2002,9,4,3,67.08,654512,,,
4/9/2002,9,4,4,66.4,640227,,,
4/9/2002,9,4,5,65.92,651777,,,
4/9/2002,9,4,6,65.16,734979,,,
4/9/2002,9,4,7,64.36,907344,,,
4/9/2002,9,4,8,65.56,936004,,,
4/9/2002,9,4,9,69.72,921449,,,
4/9/2002,9,4,10,73.88,946965,,,
4/9/2002,9,4,11,76.64,1000544,,,
4/9/2002,9,4,12,78.96,1070417,,,
4/9/2002,9,4,13,80.48,1149858,,,
4/9/2002,9,4,14,81.36,1228265,,,
4/9/2002,9,4,15,81.92,1296452,,,
4/9/2002,9,4,16,81.36,1374911,,,
4/9/2002,9,4,17,80.96,1451019,,,
4/9/2002,9,4,18,79.92,1494221,,,
4/9/2002,9,4,19,78.04,1482064,,,
4/9/2002,9,4,20,75.6,1424884,,,
4/9/2002,9,4,21,74.12,1454283,,,
4/9/2002,9,4,22,72.52,1346176,,,
4/9/2002,9,4,23,71.24,1159073,,,
4/9/2002,9,4,24,70.36,964300,,,
4/10/2002,10,4,1,70.08,816658,,,
4/10/2002,10,4,2,68.84,734340,,,
4/10/2002,10,4,3,67.96,696941,,,
4/10/2002,10,4,4,67.12,673363,,,
4/10/2002,10,4,5,66.64,680406,,,
4/10/2002,10,4,6,66.44,760325,,,
4/10/2002,10,4,7,65.92,929300,,,
4/10/2002,10,4,8,67,969468,,,
4/10/2002,10,4,9,70.08,951151,,,
4/10/2002,10,4,10,73.44,985964,,,
4/10/2002,10,4,11,75.92,1054451,,,
4/10/2002,10,4,12,77.68,1129574,,,
4/10/2002,10,4,13,78.52,1207122,,,
4/10/2002,10,4,14,79.64,1265744,,,
4/10/2002,10,4,15,79.88,1301204,,,
4/10/2002,10,4,16,79.6,1321037,,,
4/10/2002,10,4,17,78.88,1361064,,,
4/10/2002,10,4,18,77.72,1403219,,,
4/10/2002,10,4,19,75.44,1388581,,,
4/10/2002,10,4,20,73.6,1354793,,,
4/10/2002,10,4,21,72.32,1376830,,,
4/10/2002,10,4,22,71.4,1289811,,,
4/10/2002,10,4,23,70.6,1117382,,,
4/10/2002,10,4,24,69.56,935153,,,
4/11/2002,11,4,1,69.12,798915,,,
4/11/2002,11,4,2,68.48,724021,,,
4/11/2002,11,4,3,67.92,686513,,,
4/11/2002,11,4,4,67.24,667796,,,
4/11/2002,11,4,5,67,676096,,,
4/11/2002,11,4,6,66.88,756088,,,
4/11/2002,11,4,7,66.56,932709,,,
4/11/2002,11,4,8,67.84,974828,,,
4/11/2002,11,4,9,69.96,956453,,,
4/11/2002,11,4,10,72.92,979439,,,
4/11/2002,11,4,11,75.36,1032335,,,
4/11/2002,11,4,12,76.8,1105108,,,
4/11/2002,11,4,13,77.6,1168741,,,
4/11/2002,11,4,14,78.56,1222179,,,
4/11/2002,11,4,15,78.64,1254591,,,
4/11/2002,11,4,16,77.52,1290756,,,
4/11/2002,11,4,17,76.56,1327506,,,
4/11/2002,11,4,18,75.72,1354981,,,
4/11/2002,11,4,19,73.12,1343649,,,
4/11/2002,11,4,20,71.72,1320207,,,
4/11/2002,11,4,21,70.56,1347815,,,
4/11/2002,11,4,22,69.64,1263475,,,
4/11/2002,11,4,23,69,1096908,,,
4/11/2002,11,4,24,68.2,910678,,,
4/12/2002,12,4,1,67.48,771604,,,
4/12/2002,12,4,2,66.96,691468,,,
4/12/2002,12,4,3,66.24,661776,,,
4/12/2002,12,4,4,65.36,640077,,,
4/12/2002,12,4,5,65.16,650628,,,
4/12/2002,12,4,6,64.64,732801,,,
4/12/2002,12,4,7,64.2,904969,,,
4/12/2002,12,4,8,65.4,947516,,,
4/12/2002,12,4,9,68.2,938179,,,
4/12/2002,12,4,10,71.24,976704,,,
4/12/2002,12,4,11,73,1035036,,,
4/12/2002,12,4,12,75,1103877,,,
4/12/2002,12,4,13,75.92,1161851,,,
4/12/2002,12,4,14,75.32,1204411,,,
4/12/2002,12,4,15,75.28,1211400,,,
4/12/2002,12,4,16,74.2,1200643,,,
4/12/2002,12,4,17,73.32,1174192,,,
4/12/2002,12,4,18,72.32,1163954,,,
4/12/2002,12,4,19,71.28,1139317,,,
4/12/2002,12,4,20,70.36,1114527,,,
4/12/2002,12,4,21,69.6,1133759,,,
4/12/2002,12,4,22,68.92,1088517,,,
4/12/2002,12,4,23,68.64,991322,,,
4/12/2002,12,4,24,68.2,872132,,,
4/13/2002,13,4,1,68.16,757351,,,
4/13/2002,13,4,2,67.84,689298,,,
4/13/2002,13,4,3,67.52,653168,,,
4/13/2002,13,4,4,67.24,634775,,,
4/13/2002,13,4,5,67.28,633288,,,
4/13/2002,13,4,6,66.8,660208,,,
4/13/2002,13,4,7,66.52,716118,,,
4/13/2002,13,4,8,66.92,792840,,,
4/13/2002,13,4,9,68.44,898910,,,
4/13/2002,13,4,10,71.16,988262,,,
4/13/2002,13,4,11,73.52,1051447,,,
4/13/2002,13,4,12,75.08,1101447,,,
4/13/2002,13,4,13,75.84,1133904,,,
4/13/2002,13,4,14,77.56,1163589,,,
4/13/2002,13,4,15,78.32,1197994,,,
4/13/2002,13,4,16,77.24,1226568,,,
4/13/2002,13,4,17,77.4,1252717,,,
4/13/2002,13,4,18,75.68,1252264,,,
4/13/2002,13,4,19,74.32,1219423,,,
4/13/2002,13,4,20,72.52,1182095,,,
4/13/2002,13,4,21,71.48,1207031,,,
4/13/2002,13,4,22,70.36,1137055,,,
4/13/2002,13,4,23,69.12,1021796,,,
4/13/2002,13,4,24,68.24,892705,,,
4/14/2002,14,4,1,67.6,761754,,,
4/14/2002,14,4,2,67.2,685900,,,
4/14/2002,14,4,3,66.6,642805,,,
4/14/2002,14,4,4,65.92,619873,,,
4/14/2002,14,4,5,65.28,612589,,,
4/14/2002,14,4,6,65.04,626989,,,
4/14/2002,14,4,7,64.4,672521,,,
4/14/2002,14,4,8,65.52,739618,,,
4/14/2002,14,4,9,69.36,880297,,,
4/14/2002,14,4,10,73.4,1007752,,,
4/14/2002,14,4,11,76.12,1106908,,,
4/14/2002,14,4,12,77.92,1203184,,,
4/14/2002,14,4,13,79.28,1306402,,,
4/14/2002,14,4,14,78.96,1382905,,,
4/14/2002,14,4,15,77.8,1416377,,,
4/14/2002,14,4,16,76.52,1408619,,,
4/14/2002,14,4,17,75.4,1373991,,,
4/14/2002,14,4,18,74.64,1340198,,,
4/14/2002,14,4,19,73.48,1299560,,,
4/14/2002,14,4,20,72.04,1261533,,,
4/14/2002,14,4,21,69.96,1306292,,,
4/14/2002,14,4,22,68.56,1217894,,,
4/14/2002,14,4,23,67.2,1042947,,,
4/14/2002,14,4,24,66.28,864129,,,
4/15/2002,15,4,1,65.8,723347,,,
4/15/2002,15,4,2,65.4,655586,,,
4/15/2002,15,4,3,64.64,621033,,,
4/15/2002,15,4,4,64.08,605651,,,
4/15/2002,15,4,5,63.88,621326,,,
4/15/2002,15,4,6,63.52,713323,,,
4/15/2002,15,4,7,63.32,889078,,,
4/15/2002,15,4,8,64.92,922497,,,
4/15/2002,15,4,9,69.12,914834,,,
4/15/2002,15,4,10,73.32,962456,,,
4/15/2002,15,4,11,76.04,1036120,,,
4/15/2002,15,4,12,78.44,1131272,,,
4/15/2002,15,4,13,79.92,1235849,,,
4/15/2002,15,4,14,80.84,1336450,,,
4/15/2002,15,4,15,81.8,1410057,,,
4/15/2002,15,4,16,81.36,1474228,,,
4/15/2002,15,4,17,80.84,1521385,,,
4/15/2002,15,4,18,80.48,1552686,,,
4/15/2002,15,4,19,78.84,1537261,,,
4/15/2002,15,4,20,75.52,1472070,,,
4/15/2002,15,4,21,73.24,1474383,,,
4/15/2002,15,4,22,72,1363753,,,
4/15/2002,15,4,23,70.4,1164768,,,
4/15/2002,15,4,24,69.52,954727,,,
4/16/2002,16,4,1,69.36,797184,,,
4/16/2002,16,4,2,68,716282,,,
4/16/2002,16,4,3,67.36,676324,,,
4/16/2002,16,4,4,66.52,656363,,,
4/16/2002,16,4,5,66.4,664775,,,
4/16/2002,16,4,6,65.88,747728,,,
4/16/2002,16,4,7,65.52,923065,,,
4/16/2002,16,4,8,66.68,953973,,,
4/16/2002,16,4,9,71.2,956388,,,
4/16/2002,16,4,10,75.52,1024032,,,
4/16/2002,16,4,11,79,1121909,,,
4/16/2002,16,4,12,80.96,1242752,,,
4/16/2002,16,4,13,82.32,1366409,,,
4/16/2002,16,4,14,83.32,1474529,,,
4/16/2002,16,4,15,83.8,1563622,,,
4/16/2002,16,4,16,83.6,1640723,,,
4/16/2002,16,4,17,82.84,1691217,,,
4/16/2002,16,4,18,80.88,1715066,,,
4/16/2002,16,4,19,79.24,1671591,,,
4/16/2002,16,4,20,76.68,1582527,,,
4/16/2002,16,4,21,74.88,1578116,,,
4/16/2002,16,4,22,73.4,1450232,,,
4/16/2002,16,4,23,72.2,1238762,,,
4/16/2002,16,4,24,71,1022622,,,
4/17/2002,17,4,1,70.12,857467,,,
4/17/2002,17,4,2,69.12,771101,,,
4/17/2002,17,4,3,68.24,723113,,,
4/17/2002,17,4,4,67.84,695576,,,
4/17/2002,17,4,5,67.32,700587,,,
4/17/2002,17,4,6,67,776454,,,
4/17/2002,17,4,7,66.32,949383,,,
4/17/2002,17,4,8,67.72,976435,,,
4/17/2002,17,4,9,71.56,976228,,,
4/17/2002,17,4,10,75.8,1048534,,,
4/17/2002,17,4,11,78.72,1153914,,,
4/17/2002,17,4,12,81.08,1271748,,,
4/17/2002,17,4,13,82.44,1393138,,,
4/17/2002,17,4,14,83.6,1503374,,,
4/17/2002,17,4,15,83.64,1579299,,,
4/17/2002,17,4,16,83.32,1632761,,,
4/17/2002,17,4,17,82.28,1635506,,,
4/17/2002,17,4,18,80.92,1622109,,,
4/17/2002,17,4,19,79.32,1632641,,,
4/17/2002,17,4,20,76.88,1547406,,,
4/17/2002,17,4,21,74.72,1535984,,,
4/17/2002,17,4,22,73.72,1434073,,,
4/17/2002,17,4,23,72.48,1229192,,,
4/17/2002,17,4,24,71.64,1024374,,,
4/18/2002,18,4,1,70.48,863320,,,
4/18/2002,18,4,2,69.12,775236,,,
4/18/2002,18,4,3,68.52,725255,,,
4/18/2002,18,4,4,67.72,698361,,,
4/18/2002,18,4,5,66.92,699632,,,
4/18/2002,18,4,6,66.2,777174,,,
4/18/2002,18,4,7,65.6,944989,,,
4/18/2002,18,4,8,67.28,977016,,,
4/18/2002,18,4,9,71.56,978171,,,
4/18/2002,18,4,10,75.4,1056451,,,
4/18/2002,18,4,11,78.56,1170435,,,
4/18/2002,18,4,12,81.08,1294479,,,
4/18/2002,18,4,13,82.88,1423561,,,
4/18/2002,18,4,14,83.52,1531808,,,
4/18/2002,18,4,15,83.84,1626696,,,
4/18/2002,18,4,16,83.88,1708011,,,
4/18/2002,18,4,17,83.48,1773478,,,
4/18/2002,18,4,18,82.76,1798643,,,
4/18/2002,18,4,19,80.24,1754431,,,
4/18/2002,18,4,20,77.52,1645237,,,
4/18/2002,18,4,21,75.24,1612395,,,
4/18/2002,18,4,22,73.64,1488748,,,
4/18/2002,18,4,23,72.08,1280181,,,
4/18/2002,18,4,24,70.68,1052372,,,
4/19/2002,19,4,1,69.52,882678,,,
4/19/2002,19,4,2,68.64,784691,,,
4/19/2002,19,4,3,67.28,729953,,,
4/19/2002,19,4,4,66,699278,,,
4/19/2002,19,4,5,65.88,699392,,,
4/19/2002,19,4,6,65.28,771151,,,
4/19/2002,19,4,7,64.64,936447,,,
4/19/2002,19,4,8,67,970122,,,
4/19/2002,19,4,9,71.96,980759,,,
4/19/2002,19,4,10,75.56,1058819,,,
4/19/2002,19,4,11,78.88,1172248,,,
4/19/2002,19,4,12,80.88,1300229,,,
4/19/2002,19,4,13,82.84,1441688,,,
4/19/2002,19,4,14,83.76,1561464,,,
4/19/2002,19,4,15,84.84,1658031,,,
4/19/2002,19,4,16,84.68,1740679,,,
4/19/2002,19,4,17,84.28,1806952,,,
4/19/2002,19,4,18,83.72,1825400,,,
4/19/2002,19,4,19,81.76,1768156,,,
4/19/2002,19,4,20,78.6,1635332,,,
4/19/2002,19,4,21,75.72,1575405,,,
4/19/2002,19,4,22,74.04,1457748,,,
4/19/2002,19,4,23,72.44,1282874,,,
4/19/2002,19,4,24,71.08,1099103,,,
4/20/2002,20,4,1,70.36,931156,,,
4/20/2002,20,4,2,69.2,828268,,,
4/20/2002,20,4,3,68.36,766054,,,
4/20/2002,20,4,4,67.52,729886,,,
4/20/2002,20,4,5,66.76,713338,,,
4/20/2002,20,4,6,66.56,724879,,,
4/20/2002,20,4,7,65.92,770178,,,
4/20/2002,20,4,8,67.32,839784,,,
4/20/2002,20,4,9,71.88,974803,,,
4/20/2002,20,4,10,76.2,1119185,,,
4/20/2002,20,4,11,79.32,1262729,,,
4/20/2002,20,4,12,82.24,1421583,,,
4/20/2002,20,4,13,84.36,1568285,,,
4/20/2002,20,4,14,85.88,1687270,,,
4/20/2002,20,4,15,86.8,1773235,,,
4/20/2002,20,4,16,86.6,1830564,,,
4/20/2002,20,4,17,86.36,1849858,,,
4/20/2002,20,4,18,85.52,1825492,,,
4/20/2002,20,4,19,83.16,1752363,,,
4/20/2002,20,4,20,80.2,1636425,,,
4/20/2002,20,4,21,77.48,1585369,,,
4/20/2002,20,4,22,75.4,1464376,,,
4/20/2002,20,4,23,74,1291288,,,
4/20/2002,20,4,24,72.68,1110537,,,
4/21/2002,21,4,1,71.76,944424,,,
4/21/2002,21,4,2,70.56,839140,,,
4/21/2002,21,4,3,69.88,775073,,,
4/21/2002,21,4,4,68.8,735850,,,
4/21/2002,21,4,5,68.52,711719,,,
4/21/2002,21,4,6,67.84,714550,,,
4/21/2002,21,4,7,67.08,745410,,,
4/21/2002,21,4,8,68.32,814154,,,
4/21/2002,21,4,9,73.36,974879,,,
4/21/2002,21,4,10,77.48,1145585,,,
4/21/2002,21,4,11,81.04,1298138,,,
4/21/2002,21,4,12,83.72,1461795,,,
4/21/2002,21,4,13,85.84,1631503,,,
4/21/2002,21,4,14,86.8,1713548,,,
4/21/2002,21,4,15,87.44,1802474,,,
4/21/2002,21,4,16,87.4,1861232,,,
4/21/2002,21,4,17,87.32,1895074,,,
4/21/2002,21,4,18,86.4,1889992,,,
4/21/2002,21,4,19,84.56,1883873,,,
4/21/2002,21,4,20,81.16,1766607,,,
4/21/2002,21,4,21,78.56,1720660,,,
4/21/2002,21,4,22,76.4,1569123,,,
4/21/2002,21,4,23,74.8,1327267,,,
4/21/2002,21,4,24,73.32,1094972,,,
4/22/2002,22,4,1,72,916734,,,
4/22/2002,22,4,2,71.12,818565,,,
4/22/2002,22,4,3,69.96,762912,,,
4/22/2002,22,4,4,69.24,729345,,,
4/22/2002,22,4,5,68.68,729704,,,
4/22/2002,22,4,6,68.36,801881,,,
4/22/2002,22,4,7,67.6,960536,,,
4/22/2002,22,4,8,69.68,996695,,,
4/22/2002,22,4,9,73.44,1022525,,,
4/22/2002,22,4,10,77.4,1116514,,,
4/22/2002,22,4,11,80.6,1239165,,,
4/22/2002,22,4,12,82.48,1384717,,,
4/22/2002,22,4,13,85.2,1531415,,,
4/22/2002,22,4,14,86.6,1659386,,,
4/22/2002,22,4,15,87.28,1765856,,,
4/22/2002,22,4,16,87.48,1788559,,,
4/22/2002,22,4,17,87.2,1854172,,,
4/22/2002,22,4,18,86.16,1888835,,,
4/22/2002,22,4,19,84.12,1844894,,,
4/22/2002,22,4,20,80.96,1787854,,,
4/22/2002,22,4,21,78.68,1734739,,,
4/22/2002,22,4,22,76.16,1580387,,,
4/22/2002,22,4,23,74.48,1345703,,,
4/22/2002,22,4,24,73,1108817,,,
4/23/2002,23,4,1,71.88,943263,,,
4/23/2002,23,4,2,70.6,847279,,,
4/23/2002,23,4,3,69.68,790315,,,
4/23/2002,23,4,4,69.08,758662,,,
4/23/2002,23,4,5,67.96,760807,,,
4/23/2002,23,4,6,67.2,830266,,,
4/23/2002,23,4,7,66.16,995561,,,
4/23/2002,23,4,8,68,1018853,,,
4/23/2002,23,4,9,70.32,1004960,,,
4/23/2002,23,4,10,73.2,1049030,,,
4/23/2002,23,4,11,76,1125051,,,
4/23/2002,23,4,12,78.12,1225008,,,
4/23/2002,23,4,13,80.84,1350031,,,
4/23/2002,23,4,14,82.32,1474551,,,
4/23/2002,23,4,15,83.24,1588713,,,
4/23/2002,23,4,16,84.56,1689385,,,
4/23/2002,23,4,17,84.2,1786401,,,
4/23/2002,23,4,18,83.48,1846271,,,
4/23/2002,23,4,19,81.24,1809556,,,
4/23/2002,23,4,20,77.84,1682959,,,
4/23/2002,23,4,21,74.72,1632506,,,
4/23/2002,23,4,22,72.56,1494606,,,
4/23/2002,23,4,23,71.28,1262730,,,
4/23/2002,23,4,24,70.32,1039770,,,
4/24/2002,24,4,1,69.64,875148,,,
4/24/2002,24,4,2,68.44,780685,,,
4/24/2002,24,4,3,67.28,731243,,,
4/24/2002,24,4,4,66.76,707036,,,
4/24/2002,24,4,5,65.92,709762,,,
4/24/2002,24,4,6,65.64,786494,,,
4/24/2002,24,4,7,64.96,960858,,,
4/24/2002,24,4,8,68.04,985727,,,
4/24/2002,24,4,9,72.24,983421,,,
4/24/2002,24,4,10,76.48,1051205,,,
4/24/2002,24,4,11,79.36,1154751,,,
4/24/2002,24,4,12,81.2,1271772,,,
4/24/2002,24,4,13,82.44,1404131,,,
4/24/2002,24,4,14,83.64,1520107,,,
4/24/2002,24,4,15,84.76,1634629,,,
4/24/2002,24,4,16,84.6,1735598,,,
4/24/2002,24,4,17,84.12,1810564,,,
4/24/2002,24,4,18,83.24,1847021,,,
4/24/2002,24,4,19,81.56,1805177,,,
4/24/2002,24,4,20,79.12,1695737,,,
4/24/2002,24,4,21,76.76,1663021,,,
4/24/2002,24,4,22,75.32,1549053,,,
4/24/2002,24,4,23,74,1324792,,,
4/24/2002,24,4,24,73.16,1108553,,,
4/25/2002,25,4,1,72.32,939497,,,
4/25/2002,25,4,2,71.72,852637,,,
4/25/2002,25,4,3,71,798458,,,
4/25/2002,25,4,4,70.52,767889,,,
4/25/2002,25,4,5,70.04,765232,,,
4/25/2002,25,4,6,69.52,836188,,,
4/25/2002,25,4,7,68.96,1001277,,,
4/25/2002,25,4,8,70.84,1032159,,,
4/25/2002,25,4,9,73.88,1042774,,,
4/25/2002,25,4,10,77.6,1130353,,,
4/25/2002,25,4,11,79.88,1255669,,,
4/25/2002,25,4,12,82.2,1395370,,,
4/25/2002,25,4,13,83.56,1526905,,,
4/25/2002,25,4,14,85,1641918,,,
4/25/2002,25,4,15,85.84,1741971,,,
4/25/2002,25,4,16,86.12,1827615,,,
4/25/2002,25,4,17,85.88,1846982,,,
4/25/2002,25,4,18,85.16,1871869,,,
4/25/2002,25,4,19,82.56,1880916,,,
4/25/2002,25,4,20,80,1779833,,,
4/25/2002,25,4,21,77.48,1731991,,,
4/25/2002,25,4,22,75.6,1591491,,,
4/25/2002,25,4,23,73.88,1372635,,,
4/25/2002,25,4,24,72.44,1144222,,,
4/26/2002,26,4,1,72.12,960988,,,
4/26/2002,26,4,2,70.84,858186,,,
4/26/2002,26,4,3,69.96,798087,,,
4/26/2002,26,4,4,69.2,764304,,,
4/26/2002,26,4,5,68.56,765160,,,
4/26/2002,26,4,6,68.04,836238,,,
4/26/2002,26,4,7,67.4,999067,,,
4/26/2002,26,4,8,68.4,1030688,,,
4/26/2002,26,4,9,71.4,1041629,,,
4/26/2002,26,4,10,75.6,1119442,,,
4/26/2002,26,4,11,78.48,1236409,,,
4/26/2002,26,4,12,81.28,1377598,,,
4/26/2002,26,4,13,82.92,1520311,,,
4/26/2002,26,4,14,83.96,1644868,,,
4/26/2002,26,4,15,84.96,1758886,,,
4/26/2002,26,4,16,84.84,1844969,,,
4/26/2002,26,4,17,84.88,1891965,,,
4/26/2002,26,4,18,83.52,1875328,,,
4/26/2002,26,4,19,81.8,1798691,,,
4/26/2002,26,4,20,79.12,1670749,,,
4/26/2002,26,4,21,77.04,1609995,,,
4/26/2002,26,4,22,75.48,1500541,,,
4/26/2002,26,4,23,74.08,1328827,,,
4/26/2002,26,4,24,73,1150742,,,
4/27/2002,27,4,1,72.24,980966,,,
4/27/2002,27,4,2,71.16,874665,,,
4/27/2002,27,4,3,70.32,809145,,,
4/27/2002,27,4,4,69.24,764569,,,
4/27/2002,27,4,5,68.52,744532,,,
4/27/2002,27,4,6,68,754224,,,
4/27/2002,27,4,7,67.96,802435,,,
4/27/2002,27,4,8,69.52,874453,,,
4/27/2002,27,4,9,73,1013418,,,
4/27/2002,27,4,10,76.68,1167552,,,
4/27/2002,27,4,11,79.56,1329521,,,
4/27/2002,27,4,12,82.24,1494382,,,
4/27/2002,27,4,13,83.92,1651380,,,
4/27/2002,27,4,14,85.44,1760091,,,
4/27/2002,27,4,15,85.28,1835250,,,
4/27/2002,27,4,16,85.8,1885237,,,
4/27/2002,27,4,17,85.16,1903796,,,
4/27/2002,27,4,18,83.88,1879872,,,
4/27/2002,27,4,19,81.08,1783921,,,
4/27/2002,27,4,20,78.8,1663915,,,
4/27/2002,27,4,21,77.08,1611268,,,
4/27/2002,27,4,22,75.84,1497052,,,
4/27/2002,27,4,23,74,1330442,,,
4/27/2002,27,4,24,72.92,1152382,,,
4/28/2002,28,4,1,72.36,989231,,,
4/28/2002,28,4,2,70.96,878981,,,
4/28/2002,28,4,3,70,810680,,,
4/28/2002,28,4,4,69.72,768804,,,
4/28/2002,28,4,5,69,740716,,,
4/28/2002,28,4,6,68.36,748389,,,
4/28/2002,28,4,7,68,775807,,,
4/28/2002,28,4,8,69.24,845510,,,
4/28/2002,28,4,9,73.08,1009633,,,
4/28/2002,28,4,10,77.6,1188491,,,
4/28/2002,28,4,11,80.12,1336784,,,
4/28/2002,28,4,12,82,1481204,,,
4/28/2002,28,4,13,83.84,1623070,,,
4/28/2002,28,4,14,85.32,1737399,,,
4/28/2002,28,4,15,86.04,1820469,,,
4/28/2002,28,4,16,86.44,1879900,,,
4/28/2002,28,4,17,86,1918617,,,
4/28/2002,28,4,18,84.84,1920825,,,
4/28/2002,28,4,19,82.88,1842392,,,
4/28/2002,28,4,20,80.24,1725672,,,
4/28/2002,28,4,21,77.36,1681293,,,
4/28/2002,28,4,22,75.68,1543962,,,
4/28/2002,28,4,23,73.88,1307532,,,
4/28/2002,28,4,24,72.32,1088183,,,
4/29/2002,29,4,1,71.48,909448,,,
4/29/2002,29,4,2,70.28,816008,,,
4/29/2002,29,4,3,69.32,760804,,,
4/29/2002,29,4,4,68.64,732413,,,
4/29/2002,29,4,5,68.16,738283,,,
4/29/2002,29,4,6,68.28,815140,,,
4/29/2002,29,4,7,68.2,977114,,,
4/29/2002,29,4,8,69.44,1015814,,,
4/29/2002,29,4,9,72.68,1036855,,,
4/29/2002,29,4,10,76.68,1126466,,,
4/29/2002,29,4,11,79.72,1248706,,,
4/29/2002,29,4,12,81.84,1382235,,,
4/29/2002,29,4,13,83.88,1511198,,,
4/29/2002,29,4,14,85.4,1632393,,,
4/29/2002,29,4,15,86.68,1739013,,,
4/29/2002,29,4,16,86.96,1830069,,,
4/29/2002,29,4,17,86.36,1898869,,,
4/29/2002,29,4,18,84.68,1938734,,,
4/29/2002,29,4,19,82.56,1846911,,,
4/29/2002,29,4,20,79.68,1771845,,,
4/29/2002,29,4,21,77.6,1735985,,,
4/29/2002,29,4,22,76.12,1604204,,,
4/29/2002,29,4,23,74.48,1377536,,,
4/29/2002,29,4,24,73.6,1145252,,,
4/30/2002,30,4,1,72.48,970950,,,
4/30/2002,30,4,2,71.44,872603,,,
4/30/2002,30,4,3,70.72,811966,,,
4/30/2002,30,4,4,70,781650,,,
4/30/2002,30,4,5,69.36,779036,,,
4/30/2002,30,4,6,68.6,847316,,,
4/30/2002,30,4,7,68.24,1012676,,,
4/30/2002,30,4,8,69.92,1048958,,,
4/30/2002,30,4,9,73.4,1069006,,,
4/30/2002,30,4,10,78.12,1160935,,,
4/30/2002,30,4,11,80.52,1298039,,,
4/30/2002,30,4,12,82.56,1452631,,,
4/30/2002,30,4,13,84.56,1603666,,,
4/30/2002,30,4,14,85.88,1727783,,,
4/30/2002,30,4,15,86.36,1829958,,,
4/30/2002,30,4,16,85.72,1897864,,,
4/30/2002,30,4,17,83.88,1889905,,,
4/30/2002,30,4,18,82.6,1882117,,,
4/30/2002,30,4,19,81.08,1824737,,,
4/30/2002,30,4,20,78.6,1762295,,,
4/30/2002,30,4,21,76.72,1716306,,,
4/30/2002,30,4,22,75.84,1583736,,,
4/30/2002,30,4,23,74.56,1351459,,,
4/30/2002,30,4,24,73.68,1137925,,,
5/1/2002,1,5,1,72.84,963766,,,
5/1/2002,1,5,2,71.96,865908,,,
5/1/2002,1,5,3,71.28,812278,,,
5/1/2002,1,5,4,70.52,778421,,,
5/1/2002,1,5,5,70.2,779746,,,
5/1/2002,1,5,6,69.84,851798,,,
5/1/2002,1,5,7,69.48,1018760,,,
5/1/2002,1,5,8,71.24,1051993,,,
5/1/2002,1,5,9,75,1080924,,,
5/1/2002,1,5,10,78.88,1184206,,,
5/1/2002,1,5,11,82.08,1317801,,,
5/1/2002,1,5,12,84.4,1465252,,,
5/1/2002,1,5,13,86.56,1606692,,,
5/1/2002,1,5,14,87.76,1727256,,,
5/1/2002,1,5,15,88.48,1831141,,,
5/1/2002,1,5,16,88.36,1909051,,,
5/1/2002,1,5,17,88.16,1919091,,,
5/1/2002,1,5,18,86.72,1948706,,,
5/1/2002,1,5,19,84.52,1907344,,,
5/1/2002,1,5,20,81.56,1830019,,,
5/1/2002,1,5,21,78.4,1764663,,,
5/1/2002,1,5,22,76.48,1629634,,,
5/1/2002,1,5,23,74.6,1386961,,,
5/1/2002,1,5,24,73.32,1147951,,,
5/2/2002,2,5,1,72.8,971834,,,
5/2/2002,2,5,2,71.52,872961,,,
5/2/2002,2,5,3,70.56,817356,,,
5/2/2002,2,5,4,70,787655,,,
5/2/2002,2,5,5,69.6,786871,,,
5/2/2002,2,5,6,69.28,862806,,,
5/2/2002,2,5,7,68.84,1022249,,,
5/2/2002,2,5,8,71,1055198,,,
5/2/2002,2,5,9,74.72,1082993,,,
5/2/2002,2,5,10,79.64,1192791,,,
5/2/2002,2,5,11,82.4,1336975,,,
5/2/2002,2,5,12,84.88,1490836,,,
5/2/2002,2,5,13,86.8,1648556,,,
